team_1,team_2,POM_dif,SAG_dif,MOR_dif,DOK_dif,result
1227,1460,-102,-73,-110,-112,1
1207,1166,-24,-18,-16,-14,1
1343,1162,180,161,129,154,1
1204,1359,-76,-59,-83,-73,1
1293,1240,86,71,55,65,1
1267,1198,8,14,-28,47,1
1368,1270,6,12,19,22,1
1210,1155,10,-4,-25,2,1
1104,1279,11,29,20,36,1
1366,1126,89,77,81,76,1
1246,1397,5,-8,-5,1,1
1414,1258,115,151,131,133,1
1146,1249,-34,-45,24,-65,1
1318,1356,91,58,63,54,1
1139,1207,40,27,34,37,1
1459,1273,97,93,89,55,1
1406,1101,180,208,215,175,1
1324,1444,25,13,-22,24,1
1177,1178,132,150,51,131,1
1122,1293,-4,20,-1,21,1
1191,1299,226,158,195,161,1
1266,1362,119,139,52,113,1
1129,1260,6,19,35,59,1
1277,1234,166,167,128,150,1
1172,1422,69,87,72,77,1
1444,1380,129,154,136,185,1
1433,1214,218,198,152,217,1
1318,1454,19,-12,100,27,1
1221,1250,39,27,47,50,1
1254,1384,2,7,-7,-17,1
1173,1387,4,21,-2,22,1
1394,1426,-78,-28,-13,-44,1
1436,1346,157,143,114,136,1
1165,1217,153,168,141,179,1
1388,1334,177,174,151,149,1
1326,1458,-20,-47,-16,-23,1
1186,1286,111,119,112,110,1
1125,1188,239,238,244,245,1
1317,1419,162,177,156,160,1
1282,1147,16,-33,18,-58,1
1338,1437,6,12,11,11,1
1103,1164,184,204,216,206,1
1106,1212,44,46,43,37,1
1257,1283,144,114,147,138,1
1448,1187,167,204,214,210,1
1319,1340,64,47,34,55,1
1414,1413,91,52,69,86,1
1191,1460,31,33,102,62,1
1452,1350,45,86,39,82,1
1167,1226,25,86,40,75,1
1282,1303,79,57,130,54,1
1120,1410,263,252,261,273,1
1217,1335,107,127,101,127,1
1113,1208,-1,20,21,11,1
1208,1279,-5,9,-2,-3,1
1364,1355,132,177,-25,118,1
1281,1342,252,172,234,237,1
1233,1145,33,19,9,128,1
1338,1309,173,145,133,140,1
1356,1320,-125,-137,-111,-124,1
1280,1153,6,-17,-18,5,1
1464,1178,-10,-87,-18,-74,1
1313,1383,-98,-22,-98,-2,1
1348,1264,160,188,159,208,1
1359,1404,140,124,98,127,1
1218,1364,26,28,38,9,1
1310,1145,-98,-113,-119,-80,1
1132,1325,-74,-32,-34,-77,1
1364,1168,106,81,73,106,1
1337,1365,16,42,-24,19,1
1326,1234,-54,-46,-42,-51,1
1376,1120,37,34,3,35,1
1165,1162,181,196,198,187,1
1217,1136,55,134,147,177,1
1398,1287,22,21,-19,4,1
1390,1333,85,116,57,113,1
1217,1159,89,90,69,95,1
1390,1332,31,34,19,31,1
1418,1416,-84,-117,-123,-27,1
1294,1340,-69,-83,-25,-37,1
1209,1423,-35,-1,-86,-23,1
1208,1324,114,85,130,91,1
1377,1411,157,213,176,156,1
1209,1158,93,98,27,43,1
1288,1175,81,40,40,68,1
1251,1347,96,83,108,69,1
1361,1102,57,95,48,80,1
1406,1241,-81,-93,-10,-93,1
1226,1285,-136,-158,-101,-133,1
1368,1358,23,18,24,53,1
1414,1168,64,65,45,53,1
1285,1179,-96,-79,-61,-73,1
1190,1239,-13,-24,-41,-21,1
1397,1208,-37,-12,-39,-25,1
1374,1408,101,99,75,112,1
1243,1379,52,35,72,52,1
1372,1322,83,59,98,56,1
1125,1293,-25,34,37,20,1
1149,1251,-137,-139,-137,-126,1
1434,1315,59,159,141,104,1
1300,1183,127,115,115,137,1
1423,1174,179,183,139,187,1
1412,1267,34,-2,-36,33,1
1389,1233,28,11,42,8,1
1301,1314,-10,-7,34,8,1
1387,1366,64,74,108,56,1
1233,1351,42,14,34,47,1
1320,1260,51,62,84,102,1
1421,1144,62,60,103,82,1
1143,1413,139,223,143,216,1
1158,1190,3,65,40,63,1
1113,1160,-42,-49,-16,-41,1
1298,1248,134,119,116,119,1
1271,1175,1,3,-5,1,1
1332,1113,10,10,33,-3,1
1457,1255,197,197,212,210,1
1179,1133,94,76,106,73,1
1448,1150,140,120,88,171,1
1324,1464,-55,-59,53,-2,1
1195,1367,189,185,202,219,1
1243,1152,226,176,215,201,1
1231,1359,202,249,213,281,1
1272,1373,233,209,190,197,1
1462,1386,157,164,151,150,1
1453,1275,-19,-10,-34,13,1
1256,1267,227,211,219,225,1
1417,1143,51,55,56,51,1
1197,1354,3,-2,2,1,1
1433,1172,18,15,10,6,1
1250,1131,-74,-82,-40,-41,1
1326,1304,109,86,69,70,1
1331,1237,-19,-6,17,-16,1
1242,1235,25,32,35,29,1
1120,1208,-122,-90,-117,-89,1
1431,1416,31,26,32,24,1
1164,1271,6,11,15,8,1
1173,1386,16,40,-5,4,1
1214,1126,82,70,73,43,1
1464,1453,-116,-129,-94,-123,1
1326,1266,25,9,45,39,1
1452,1264,185,245,230,230,1
1214,1175,113,105,102,68,1
1205,1316,40,36,15,44,1
1351,1284,45,17,14,16,1
1261,1120,89,87,52,76,1
1442,1236,-48,-26,-75,-29,1
1174,1180,29,30,85,46,1
1332,1340,127,61,123,56,1
1105,1108,4,8,8,4,1
1356,1133,47,12,11,29,1
1196,1120,35,57,46,38,1
1182,1111,130,124,135,162,1
1342,1347,-50,-88,-124,-72,1
1393,1439,102,118,92,128,1
1257,1325,74,76,83,48,1
1209,1407,79,83,81,65,1
1284,1310,16,26,22,23,1
1251,1440,8,-59,-27,12,1
1272,1409,76,113,66,111,1
1311,1419,-40,-48,-20,-48,1
1173,1103,57,50,1,65,1
1457,1149,201,221,206,213,1
1245,1405,35,-11,20,17,1
1174,1325,-105,-166,-90,-189,1
1322,1311,-11,6,17,-13,1
1318,1241,52,69,64,65,1
1353,1351,128,123,109,66,1
1141,1122,-30,-23,33,6,1
1439,1438,-53,-47,-43,-38,1
1204,1367,2,20,16,114,1
1460,1178,102,145,74,114,1
1361,1113,-10,25,28,25,1
1403,1400,16,13,22,15,1
1352,1346,113,100,51,111,1
1263,1200,-109,-100,-95,-96,1
1243,1400,40,28,23,37,1
1251,1205,-56,58,-102,68,1
1116,1316,28,53,45,53,1
1397,1208,139,130,80,122,1
1341,1108,21,11,1,2,1
1331,1146,152,190,141,146,1
1441,1151,-54,-61,-59,-53,1
1257,1274,40,27,28,24,1
1206,1384,210,218,230,201,1
1439,1448,58,61,62,69,1
1335,1217,176,128,178,141,1
1393,1371,46,30,34,41,1
1422,1202,23,-2,25,8,1
1257,1275,219,224,293,211,1
1125,1293,62,69,45,42,1
1137,1110,221,205,181,220,1
1433,1330,-19,-21,4,-15,1
1137,1291,145,120,151,128,1
1411,1426,-68,-89,-59,-124,1
1293,1390,-25,-47,-30,-121,1
1168,1369,74,133,55,91,1
1104,1418,7,8,-9,9,1
1135,1343,-129,-140,-95,-113,1
1279,1280,27,23,18,26,1
1340,1415,33,10,26,8,1
1153,1452,-118,-108,-95,-110,1
1343,1335,-67,-21,-13,-75,1
1341,1238,-16,-5,-36,2,1
1423,1187,-41,50,53,83,1
1458,1390,65,-57,57,16,1
1458,1278,24,33,21,32,1
1166,1385,17,33,48,21,1
1318,1241,80,86,42,78,1
1375,1111,9,13,-50,-48,1
1447,1383,163,189,119,174,1
1429,1218,140,155,142,147,1
1180,1379,-54,-105,-73,-93,1
1372,1317,166,156,198,186,1
1199,1210,-49,-28,14,-11,1
1164,1175,17,8,58,14,1
1278,1234,57,78,34,59,1
1330,1150,106,93,92,98,1
1287,1240,-28,7,55,43,1
1436,1148,272,266,298,275,1
1397,1279,8,3,7,9,1
1237,1295,-56,-52,-68,-75,1
1375,1204,-102,-89,-111,-44,1
1307,1201,109,109,122,105,1
1413,1364,-107,-83,-166,-81,1
1186,1170,89,104,35,81,1
1424,1461,188,226,200,221,1
1216,1263,-110,-101,-85,-96,1
1113,1450,57,11,38,34,1
1280,1311,145,123,176,121,1
1158,1241,-40,-37,-77,3,1
1112,1155,5,105,-10,4,1
1325,1123,9,41,41,49,1
1221,1217,-147,-157,-171,-84,1
1429,1410,190,206,229,233,1
1341,1212,80,98,123,67,1
1326,1197,246,229,266,228,1
1211,1360,179,196,194,176,1
1358,1416,-14,74,-44,61,1
1151,1440,221,222,199,205,1
1144,1205,4,12,3,7,1
1158,1149,13,40,45,50,1
1439,1347,87,118,146,125,1
1332,1113,76,73,71,53,1
1161,1218,-48,-18,75,-46,1
1203,1357,112,133,130,149,1
1429,1167,293,224,257,295,1
1131,1250,-60,-58,-27,-18,1
1240,1105,12,77,21,32,1
1437,1207,-2,8,19,9,1
1378,1163,-37,-22,-50,-36,1
1430,1410,-15,-80,-21,-18,1
1207,1224,300,326,281,311,1
1389,1351,-51,-13,-51,-23,1
1378,1344,10,22,22,15,1
1462,1350,-14,-16,9,-9,1
1199,1439,11,17,4,14,1
1122,1369,60,45,108,45,1
1242,1329,97,94,83,99,1
1381,1225,165,147,178,157,1
1201,1142,94,31,65,56,1
1308,1213,55,42,37,57,1
1370,1143,49,37,86,35,1
1412,1187,80,127,105,99,1
1422,1154,120,134,44,137,1
1333,1406,237,224,110,237,1
1315,1226,140,127,165,134,1
1247,1386,54,69,25,56,1
1281,1322,106,168,92,79,1
1137,1248,138,143,156,151,1
1208,1342,207,192,267,193,1
1248,1159,-56,-64,-43,-73,1
1177,1414,190,85,116,132,1
1381,1225,165,147,178,157,1
1169,1218,-28,-2,-61,-28,1
1231,1353,109,106,102,123,1
1334,1461,-5,-2,13,-104,1
1120,1279,54,35,48,52,1
1436,1373,51,-16,53,4,1
1137,1171,174,183,196,141,1
1443,1319,78,84,85,75,1
1461,1286,251,259,235,243,1
1143,1332,-47,-36,-51,-46,1
1205,1219,33,31,6,34,1
1366,1157,-107,-61,-96,-89,1
1347,1342,-27,-116,-45,-97,1
1344,1177,38,58,35,59,1
1406,1423,59,70,44,73,1
1179,1315,125,153,147,153,1
1197,1354,15,25,29,12,1
1190,1367,193,204,166,201,1
1431,1222,-40,-33,-53,-26,1
1111,1189,200,244,194,215,1
1409,1331,108,83,118,93,1
1314,1438,99,108,93,99,1
1181,1199,46,43,37,40,1
1298,1259,97,78,52,96,1
1233,1389,101,105,106,74,1
1458,1152,329,344,329,324,1
1354,1164,-35,-33,-29,-32,1
1437,1344,41,43,47,35,1
1295,1413,79,166,60,129,1
1273,1366,19,11,24,18,1
1174,1220,150,138,115,137,1
1125,1287,35,30,12,43,1
1248,1162,-25,-7,2,-32,1
1427,1150,78,51,83,29,1
1435,1196,-57,-55,-52,-52,1
1438,1210,-13,-12,-11,-28,1
1357,1306,-119,18,-66,-26,1
1139,1177,31,38,36,37,1
1206,1241,69,69,69,70,1
1257,1205,274,185,243,212,1
1436,1392,137,146,128,148,1
1340,1129,31,3,-4,5,1
1249,1230,82,81,39,92,1
1101,1144,-65,-67,-27,-56,1
1165,1159,80,26,107,54,1
1457,1342,17,71,-16,57,1
1396,1187,230,189,186,205,1
1144,1255,64,44,39,48,1
1261,1116,-43,-97,-62,-97,1
1295,1355,-15,-13,-18,1,1
1175,1245,-145,-160,-89,-125,1
1211,1112,10,-1,19,2,1
1366,1300,-185,-163,-84,-145,1
1426,1419,102,99,41,115,1
1246,1281,160,145,90,186,1
1178,1464,-31,-17,9,-21,1
1362,1319,265,283,315,261,1
1228,1140,-12,-3,-52,-18,1
1305,1363,117,124,59,139,1
1103,1245,22,26,12,32,1
1137,1265,202,218,151,224,1
1464,1178,35,49,2,37,1
1353,1269,93,17,-87,-9,1
1293,1151,255,226,221,239,1
1372,1311,158,181,166,86,1
1139,1156,13,6,28,19,1
1196,1438,7,9,12,9,1
1142,1415,128,136,150,126,1
1119,1298,120,99,113,126,1
1115,1105,2,31,8,14,1
1362,1186,203,239,306,226,1
1326,1277,4,-2,-2,-1,1
1460,1227,149,131,140,124,1
1311,1322,83,94,51,101,1
1165,1250,-75,-132,-31,-113,1
1455,1166,-19,-18,-23,-17,1
1435,1448,54,87,73,121,1
1364,1362,-107,-116,-110,-112,1
1368,1223,39,41,29,36,1
1183,1188,23,19,4,34,1
1359,1244,87,150,92,93,1
1261,1116,-9,-9,-15,-6,1
1278,1336,24,20,24,28,1
1114,1402,-10,-23,35,-51,1
1424,1201,100,102,33,75,1
1257,1299,224,241,233,219,1
1444,1141,31,31,101,53,1
1402,1117,53,51,-9,46,1
1257,1153,33,28,31,35,1
1399,1359,-93,-73,-67,-63,1
1220,1456,112,111,110,76,1
1256,1349,94,101,140,101,1
1450,1201,8,7,43,29,1
1267,1150,102,88,33,59,1
1250,1251,66,45,29,54,1
1301,1440,298,290,302,289,1
1196,1301,37,51,49,42,1
1212,1108,1,39,2,10,1
1251,1209,-44,-60,-22,-166,1
1351,1216,51,47,41,77,1
1137,1342,106,122,134,135,1
1125,1122,287,271,276,291,1
1425,1333,223,185,198,179,1
1216,1392,-107,-86,-84,-119,1
1306,1263,-60,-67,-32,-51,1
1256,1363,65,88,92,79,1
1157,1342,73,110,81,95,1
1174,1456,-38,-41,-14,-36,1
1114,1176,54,93,80,70,1
1138,1189,190,222,203,221,1
1422,1151,-47,-43,-3,-55,1
1344,1217,167,141,175,141,1
1260,1144,32,5,29,50,1
1282,1223,40,85,31,90,1
1221,1250,84,80,49,91,1
1331,1236,120,97,86,111,1
1107,1110,38,18,83,67,1
1355,1305,12,26,-76,-78,1
1103,1296,117,101,117,93,1
1376,1401,11,20,-49,6,1
1195,1244,168,186,183,165,1
1204,1117,-63,-59,-95,-54,1
1337,1360,-9,2,-14,-16,1
1242,1400,24,26,32,32,1
1155,1130,211,164,130,166,1
1354,1224,19,14,9,22,1
1129,1232,-44,-51,-47,58,1
1201,1129,-56,-71,-50,-61,1
1140,1157,167,157,217,191,1
1413,1142,39,53,13,25,1
1391,1316,-56,-63,-76,-33,1
1431,1379,43,60,32,89,1
1159,1221,233,200,184,245,1
1160,1428,61,28,36,60,1
1460,1260,-43,-41,-19,-59,1
1282,1442,80,68,82,69,1
1318,1220,-12,-3,-11,-10,1
1337,1339,-67,-54,-62,-47,1
1205,1440,-28,-30,-5,-14,1
1336,1335,111,132,77,82,1
1267,1322,210,193,214,194,1
1346,1357,77,89,60,77,1
1252,1188,90,122,99,159,1
1185,1178,13,6,-70,52,1
1311,1238,-70,-70,-14,-75,1
1257,1158,103,73,90,94,1
1393,1385,70,62,62,70,1
1326,1228,40,45,31,37,1
1258,1360,-2,-9,-14,-10,1
1384,1192,76,63,3,102,1
1455,1232,132,120,107,143,1
1179,1232,-75,-51,-44,-66,1
1249,1358,154,162,122,150,1
1292,1375,-66,-63,-54,-60,1
1226,1319,69,49,37,42,1
1257,1163,-2,-5,5,-2,1
1245,1444,31,53,18,15,1
1113,1205,207,84,184,150,1
1210,1150,19,11,20,7,1
1106,1411,-29,-74,-2,-27,1
1200,1389,1,20,-42,6,1
1434,1156,39,55,20,19,1
1447,1220,16,72,4,3,1
1383,1346,-88,-90,-40,-73,1
1167,1410,36,41,82,47,1
1145,1138,-9,-15,-6,-10,1
1236,1237,170,182,158,166,1
1368,1322,-117,-104,-73,-110,1
1352,1254,81,90,36,135,1
1436,1127,15,34,55,22,1
1436,1263,267,260,238,255,1
1158,1151,168,167,173,152,1
1367,1410,50,53,9,25,1
1275,1132,-88,-109,-92,-156,1
1180,1317,-48,14,-97,42,1
1464,1227,-42,-64,-95,-88,1
1293,1188,178,189,193,200,1
1298,1131,-17,-32,-5,-54,1
1438,1120,12,9,3,9,1
1105,1212,-29,-23,-22,-66,1
1338,1344,65,71,50,78,1
1431,1245,64,42,73,90,1
1166,1283,-35,-38,9,-30,1
1366,1156,-220,-206,-259,-174,1
1116,1324,83,126,125,101,1
1385,1393,-26,-31,-12,-43,1
1344,1247,65,6,-6,74,1
1439,1274,91,72,108,61,1
1233,1145,130,120,127,94,1
1455,1374,15,6,-7,-10,1
1190,1144,16,11,-4,8,1
1172,1459,68,89,66,88,1
1145,1373,149,149,78,156,1
1291,1366,80,149,156,151,1
1239,1126,160,152,89,165,1
1387,1182,87,138,110,121,1
1279,1116,23,1,20,20,1
1334,1167,87,86,120,88,1
1150,1339,106,100,72,102,1
1123,1232,12,-12,43,9,1
1220,1199,-60,-104,-84,-70,1
1252,1391,52,61,37,47,1
1264,1233,-96,-117,-126,-113,1
1372,1358,119,105,96,97,1
1436,1420,224,192,207,220,1
1457,1205,30,-25,34,32,1
1123,1354,155,120,107,128,1
1407,1209,-160,-145,-182,-163,1
1221,1131,-54,-66,2,-72,1
1364,1253,43,46,42,58,1
1113,1425,-41,-67,-68,-73,1
1145,1227,-107,-59,-34,41,1
1268,1143,-25,-16,5,-23,1
1293,1183,209,220,220,210,1
1241,1318,-18,-16,-20,-17,1
1431,1349,160,162,134,150,1
1409,1379,-106,-101,-82,-99,1
1286,1186,62,97,40,91,1
1239,1171,-114,-116,-160,-124,1
1258,1168,96,117,163,76,1
1355,1427,97,139,47,139,1
1417,1112,36,32,31,39,1
1190,1441,87,85,59,56,1
1158,1180,-65,-58,-49,-20,1
1185,1253,48,17,82,16,1
1286,1319,72,66,24,54,1
1216,1262,-5,-9,-22,-24,1
1429,1361,-19,-34,-16,9,1
1430,1282,31,18,-19,26,1
1137,1250,25,31,31,50,1
1315,1236,5,31,6,3,1
1443,1114,25,61,47,89,1
1438,1393,38,30,26,29,1
1263,1131,-27,-11,-56,-30,1
1213,1290,214,235,215,168,1
1344,1385,-38,-14,-45,-28,1
1431,1349,107,112,98,109,1
1308,1352,47,168,-4,151,1
1124,1329,17,-17,1,-7,1
1406,1174,-62,-50,-32,-62,1
1112,1424,56,21,47,32,1
1169,1364,-209,-215,-156,-183,1
1172,1441,209,198,167,216,1
1403,1212,142,125,149,134,1
1357,1192,91,63,60,71,1
1171,1145,-91,-97,-95,-73,1
1160,1450,119,99,49,134,1
1133,1434,24,18,26,29,1
1361,1305,-8,-6,-24,15,1
1392,1216,139,119,146,107,1
1190,1273,76,92,70,92,1
1373,1265,51,68,97,79,1
1140,1388,-69,-53,-92,-44,1
1111,1359,-9,-9,10,-3,1
1257,1245,107,114,118,112,1
1331,1442,181,183,162,187,1
1357,1148,120,68,142,121,1
1142,1415,96,88,66,64,1
1182,1206,34,49,47,37,1
1450,1186,38,-61,93,25,1
1277,1257,1,-1,-1,-6,1
1279,1281,93,72,70,76,1
1322,1146,82,84,75,102,1
1242,1351,221,190,171,180,1
1412,1374,150,153,110,172,1
1338,1331,53,56,76,43,1
1267,1222,114,131,77,125,1
1234,1336,-2,-3,5,-4,1
1211,1231,247,127,71,222,1
1221,1131,-163,-121,-116,-105,1
1320,1356,179,211,172,174,1
1371,1344,-7,-6,5,9,1
1405,1138,-27,-30,-4,2,1
1157,1117,74,69,106,78,1
1190,1273,115,135,121,127,1
1347,1128,-62,-55,-77,-70,1
1428,1449,33,29,60,55,1
1294,1170,40,56,141,53,1
1365,1306,1,18,24,-23,1
1433,1330,186,207,177,154,1
1419,1198,-10,30,-10,30,1
1399,1240,72,70,89,75,1
1251,1294,61,95,-45,134,1
1272,1222,75,79,71,82,1
1246,1104,51,50,64,48,1
1369,1184,-70,-61,-36,-86,1
1213,1117,146,194,147,107,1
1396,1416,43,29,57,49,1
1222,1246,-41,69,-26,-14,1
1457,1347,23,18,63,28,1
1388,1258,224,186,203,214,1
1101,1223,-9,-7,-7,-5,1
1379,1279,-19,-46,-14,-67,1
1401,1414,132,176,134,170,1
1354,1366,10,15,13,14,1
1431,1332,-129,-161,-112,-93,1
1197,1175,7,7,2,7,1
1405,1453,19,71,5,20,1
1439,1382,35,12,43,73,1
1336,1254,178,177,153,98,1
1267,1194,117,121,94,97,1
1308,1213,13,37,30,29,1
1127,1383,-100,-111,-2,-14,1
1141,1398,67,79,99,77,1
1426,1223,62,43,95,36,1
1431,1115,172,148,182,207,1
1133,1320,-36,-87,-84,-54,1
1390,1450,-25,-30,-29,-48,1
1308,1402,158,169,171,165,1
1437,1344,47,37,25,37,1
1194,1117,-4,21,9,14,1
1205,1342,3,11,3,-9,1
1454,1156,32,-3,78,1,1
1361,1102,228,195,245,190,1
1399,1244,51,27,41,7,1
1402,1157,48,27,33,52,1
1346,1263,174,140,174,118,1
1353,1385,-96,-92,-73,-97,1
1443,1379,138,121,121,121,1
1122,1398,83,110,97,105,1
1380,1106,-10,-26,-13,-15,1
1166,1462,-90,-96,-64,-64,1
1314,1199,30,33,36,33,1
1195,1391,134,130,167,120,1
1233,1448,6,34,-30,18,1
1287,1305,-16,-16,-15,-5,1
1183,1442,187,114,198,123,1
1128,1147,77,94,82,90,1
1360,1238,253,285,279,240,1
1369,1309,124,154,24,114,1
1196,1261,196,197,176,197,1
1394,1368,-69,-99,7,-109,1
1429,1305,70,66,49,60,1
1357,1447,48,20,50,50,1
1265,1351,-58,36,-56,-10,1
1115,1105,-14,-6,-38,-7,1
1184,1188,137,150,85,103,1
1102,1395,5,10,-6,8,1
1364,1415,114,115,116,101,1
1156,1382,49,-2,60,-17,1
1304,1231,-72,-83,-85,-55,1
1242,1431,101,140,82,129,1
1424,1140,-31,-33,-35,-34,1
1320,1179,101,86,70,88,1
1436,1263,94,87,112,80,1
1257,1323,1,-2,-5,-1,1
1407,1117,54,64,25,48,1
1126,1354,2,4,3,14,1
1312,1392,32,-31,-94,18,1
1318,1423,186,154,179,158,1
1258,1337,-112,-105,-110,-106,1
1166,1304,90,70,52,37,1
1455,1438,17,49,7,26,1
1314,1301,-46,-46,-57,-27,1
1274,1323,-18,-17,9,-9,1
1184,1240,87,80,81,84,1
1345,1353,157,130,100,149,1
1398,1122,-118,-127,-120,-139,1
1190,1252,52,37,75,50,1
1452,1338,79,31,40,44,1
1234,1458,-22,-20,-22,-25,1
1354,1313,-33,-55,-40,-28,1
1268,1130,92,100,62,96,1
1429,1428,25,5,-14,28,1
1397,1279,51,46,54,38,1
1277,1453,146,116,116,118,1
1374,1431,-73,-68,-67,-66,1
1438,1345,9,8,10,8,1
1269,1212,112,158,173,146,1
1273,1440,186,170,103,140,1
1188,1404,21,19,7,22,1
1294,1377,-106,-156,-155,-125,1
1158,1406,186,164,128,160,1
1391,1244,-95,-99,-79,-103,1
1205,1342,131,98,71,112,1
1437,1207,-38,-35,-22,-40,1
1272,1409,55,57,48,64,1
1386,1173,-138,-147,-108,-147,1
1116,1208,45,35,19,45,1
1139,1227,88,93,78,101,1
1129,1308,94,108,69,74,1
1305,1465,221,314,344,331,1
1256,1293,-27,5,-8,-41,1
1339,1363,-8,1,-55,47,1
1225,1427,128,135,99,147,1
1216,1127,5,-38,-59,-25,1
1402,1238,147,51,97,189,1
1352,1447,25,13,29,5,1
1187,1408,-19,-62,-30,-70,1
1414,1169,168,163,152,152,1
1281,1246,-24,-36,-37,-26,1
1335,1343,161,116,145,147,1
1189,1202,30,-10,-34,-19,1
1371,1353,75,102,60,90,1
1158,1406,38,73,-32,44,1
1334,1339,97,118,137,93,1
1452,1284,205,215,179,225,1
1441,1422,7,24,31,9,1
1155,1257,21,4,-2,-9,1
1440,1205,20,-4,5,14,1
1129,1102,213,229,254,228,1
1418,1114,64,65,52,83,1
1455,1232,44,51,72,56,1
1232,1133,-26,-31,-38,-27,1
1252,1391,13,54,-11,44,1
1325,1141,174,197,223,188,1
1194,1431,-37,-47,-31,-10,1
1146,1322,151,113,133,86,1
1317,1115,209,214,229,226,1
1360,1337,170,133,132,128,1
1431,1222,38,31,34,45,1
1463,1162,20,39,13,25,1
1161,1176,14,76,41,52,1
1414,1169,-150,-129,-119,-126,1
1235,1328,23,18,13,21,1
1137,1110,-44,-35,5,-38,1
1381,1282,-7,-6,7,2,1
1414,1142,45,61,46,28,1
1412,1407,174,179,201,112,1
1346,1254,53,24,29,35,1
1335,1463,-41,-66,-25,-69,1
1143,1450,79,60,66,74,1
1139,1177,45,52,23,49,1
1258,1360,-75,-71,-62,-55,1
1427,1402,-104,-162,-143,-132,1
1441,1154,135,127,142,144,1
1310,1193,-2,-3,34,-6,1
1305,1256,3,-11,-3,9,1
1362,1407,-25,26,15,2,1
1170,1294,-41,-50,-21,-24,1
1420,1107,-96,-93,-98,-87,1
1436,1127,185,187,219,210,1
1418,1209,-71,-67,5,18,1
1329,1334,16,25,116,45,1
1305,1308,42,14,-5,44,1
1276,1262,243,251,219,244,1
1257,1287,163,182,169,164,1
1166,1191,76,38,54,88,1
1201,1358,25,12,13,-5,1
1279,1281,-51,-56,-46,-40,1
1164,1126,-10,-10,-2,-7,1
1299,1197,12,11,11,9,1
1272,1409,-47,-26,-21,-23,1
1140,1365,230,236,195,256,1
1348,1382,65,69,161,55,1
1453,1297,116,120,82,84,1
1430,1410,74,86,34,19,1
1224,1126,20,44,23,27,1
1348,1433,-13,-9,-12,-24,1
1277,1234,-9,-3,11,-8,1
1114,1407,179,194,124,165,1
1308,1282,164,163,198,165,1
1332,1417,-46,3,-29,-26,1
1106,1290,33,47,4,57,1
1145,1193,148,150,106,132,1
1462,1385,47,50,103,50,1
1240,1398,-8,-40,-2,-35,1
1281,1435,49,33,24,30,1
1348,1173,6,-8,-20,4,1
1286,1226,-26,-44,88,-28,1
1245,1132,73,73,36,74,1
1220,1456,-12,-18,-18,4,1
1209,1273,35,-6,18,18,1
1242,1112,18,32,25,16,1
1213,1214,23,51,-66,22,1
1308,1282,121,135,102,167,1
1173,1203,134,139,131,146,1
1152,1185,31,69,-59,63,1
1393,1159,230,210,233,211,1
1178,1139,-93,-80,-74,-96,1
1125,1399,45,51,68,76,1
1163,1371,2,-7,19,-5,1
1389,1310,12,-18,-1,-1,1
1416,1374,-42,-10,-37,-44,1
1246,1104,62,74,49,66,1
1270,1223,42,8,-21,31,1
1374,1214,203,194,178,204,1
1186,1286,191,222,174,193,1
1272,1355,-33,-9,-5,-17,1
1250,1117,150,153,192,112,1
1178,1464,33,26,46,38,1
1110,1224,83,86,93,82,1
1452,1287,168,143,130,137,1
1103,1325,-42,-50,-43,-56,1
1247,1180,98,118,88,72,1
1452,1385,113,115,106,121,1
1272,1408,60,79,111,89,1
1357,1346,43,36,38,38,1
1195,1297,94,66,134,65,1
1370,1430,-30,-27,-12,-45,1
1209,1114,16,13,27,20,1
1145,1373,123,115,63,108,1
1343,1217,10,29,23,21,1
1349,1412,-151,-136,-147,-110,1
1153,1336,85,99,57,144,1
1236,1324,-63,-79,-47,-68,1
1287,1183,-71,-52,-35,-72,1
1187,1431,-183,-156,-185,-166,1
1257,1393,32,25,26,35,1
1243,1425,-74,-35,-28,-32,1
1333,1349,198,203,123,229,1
1180,1158,-22,5,26,-22,1
1403,1261,27,14,15,21,1
1305,1429,29,2,-81,-5,1
1116,1208,51,39,22,36,1
1126,1164,23,43,5,-6,1
1371,1279,-9,4,-106,-27,1
1435,1235,-36,-44,-35,-43,1
1158,1204,66,73,51,60,1
1423,1174,61,50,56,58,1
1311,1223,54,64,4,68,1
1180,1318,-7,-10,-16,4,1
1440,1421,-7,-76,-26,-87,1
1263,1162,-128,-89,-110,-99,1
1401,1242,5,2,1,4,1
1376,1414,94,116,58,117,1
1422,1359,97,60,110,104,1
1220,1194,169,140,154,183,1
1329,1242,-20,-20,-22,-18,1
1336,1321,-31,-20,-4,-40,1
1430,1140,-270,-196,-302,-236,1
1107,1127,21,33,49,23,1
1225,1363,128,133,57,98,1
1229,1227,14,8,-26,13,1
1328,1395,44,38,59,44,1
1460,1352,194,188,241,207,1
1225,1370,68,51,19,66,1
1150,1194,22,42,121,-76,1
1392,1216,-28,-22,-40,-13,1
1226,1319,-20,-43,-5,-24,1
1211,1167,252,236,281,251,1
1333,1346,212,192,127,235,1
1117,1114,-56,-73,-42,-84,1
1316,1391,95,106,48,102,1
1196,1149,236,241,280,270,1
1201,1307,89,76,87,59,1
1157,1219,203,216,185,198,1
1183,1184,-78,-91,-78,-89,1
1433,1182,122,109,110,116,1
1217,1171,185,181,159,129,1
1343,1335,198,174,148,187,1
1179,1356,46,25,26,1,1
